status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Atlanta to Los Angeles,December 2018,1.0,1.0,1.0,1.0,1.0,3.0,3,no,1,"  Atlanta to Los Angeles. Several weeks ago Frontier offered ""Triple Points Tuesdays"" in which the customer was awarded triple points for flying Tuesdays. I signed up for this offer and flew 2 Tuesdays. When I was awarded single mileage points I called and complained. The agent refused to make the correction and when I asked to speak with a supervisor she finally said she would forward my request and a decision would be made within 7 days (just to get me off the phone). I never got my points, of course."
✅ Trip Verified ,,Solo Leisure,Economy Class,Orange County to Des Moines,January 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  I booked a round trip flight, from Des Moines to Denver, CO then from Denver to Orange County and back. They made me wait at the Denver airport for 10 hrs prior to departure. Then on the day I need to return, even though, I arrived one hour prior to departure, at the check-in counter, had some problem and staff told me to check in my bag, but I don’t have to then finally got through the TSA and got to the gate at 11:52 am with two other people. The couple that arrived were going from Orange County to Denver then Denver back to Washington D.C As we arrived no body was at the gate. I had to ran down stairs to get their attention but It was on ink that departure time is 11:59 The agent said they won’t refund. We have to book another flight from another airline and its out of our pocket. Frontier airline have only one flight each, while other airlines has many that is available. To me time is money. They wasted my time; very important and people’s money, so if you don’t want to waste time and money, avoid Frontier. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Charlotte to Oklahoma City via Orlando,December 2018,1.0,1.0,,,,1.0,1,no,1,"  Charlotte to Oklahoma City via Orlando. Worst flying experience ever. They lost my bag and when I called and tried to get updates on it, it seemed like I was inconveniencing them. Very unprofessional crew at OKC. They were never at the counter. Wouldn't answer the phone either. Had to call a customer service number to get somewhere. A very frustrating experience dealing with uncaring people who aren't doing their job. I practically had to beg them to send me my bag to my hotel room when it finally arrived. They wanted to wait until morning instead of sending it immediately. The plane ride was also very uncomfortable and sketchy. Super cheap and nothing is complimentary. Prices weren't that cheap for what I experienced. Should have been free for all of that trouble. I’m currently awaiting a refund for the items I had to purchase while my bag was located. I had a military event to attend and I had to purchase nice clothing along with beauty cosmetics to attend. It has been almost 3 weeks and I have yet to receive a refund check they promised to send to me. It’s unfortunate I had such a bad experience flying to an event that was so special and well planned ahead of time. Save yourself and don't EVER book a flight with them!! You’re welcome!"
✅ Trip Verified ,,Solo Leisure,Economy Class,Orlando to Atlanta,January 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1, Orlando to Atlanta. Flying with Frontier was a horrible experience! I didn’t know but you have to pay for carry on luggage. Added cost! You have to pay for any soda on the flight. Added cost! They gave us the run around about my ticket regarding my name and I almost missed my flight! You’re not saving money by flying with Frontier! Save the hassle and fly with another airline!
Not Verified ,,Family Leisure,Economy Class,Tampa to Philadelphia,December 2018,1.0,2.0,,,,2.0,2,no,1,"  Tampa to Philadelphia. Frontier cancelled return flight of round trip to FL. They offered to pay for another airline. I booked another airline to return the family home. We had paid to have bags checked on the Frontier flight. Upon cancelling the flight they refused to refund the checked bag fees for the cancelled flight. I ended up having to take Uber to another airport to catch my return flight and pay to check bags to get home that day. Out an additional $150+. I contacted Frontier customer service and they responded that covering the cost of the flight was all they would do - no refund on the check bag fees for the cancelled flight (approximately $75) I fly frequently, this was the first and last time with Frontier."
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Nashville to Philadelphia,December 2018,2.0,2.0,,,,1.0,1,no,1,  Nashville to Philadelphia. We had a lengthy delay (4 hours). I know that was beyond the control of the airline however when we checked in in with our boarding passes were two meal vouchers. That is how we found out there was a delay. It would have been appropriate to mention the delay when we checked in. Additionally the pilot never welcomed the passengers on or have information as we approached our destination. There was only communication for flight attendants to take their seats.
✅ Trip Verified ,,Family Leisure,Economy Class,Tampa to Denver,December 2018,1.0,2.0,,,,1.0,1,no,1,"  Tampa to Denver. Yes they have low prices but you seriously get what you pay for, the lowest of the low. Definitely the worst seats I’ve ever sat on. The trays are less than half the standard size barely enough room for you to put your head on, and no cup holder spot. Everything costs money, from bags to every little thing besides a cup of water they offer on the last half of the flight. I wouldn’t recommend at all unless maybe a flight an hour or less long."
Not Verified ,,Family Leisure,Economy Class,Raleigh Durham to Denver,December 2018,2.0,2.0,1.0,,,1.0,1,no,1,"  Raleigh Durham to Denver. Frontier Airlines has been the worst experience we have ever had with travel. My family chose a direct flight from RDU to DEN via Frontier and received 3 out of 4 of our checked bags. The 4th bag never arrived and after speaking with a representative, we quickly learned that this was nearly expected of this airline. However, this bag happened to contain all of our expensive and necessary ski equipment, so it creates a much bigger issue than a normal lost baggage claim. We have attempted to contact Frontier several dozen times, and succeeded only a handful of times, only to receive the same speech stating that they don’t have a clue where our bag is, but that they are sorry and do not know what we should do about our belongings but they guarantee they won’t reimburse us or help at all. We are now in Denver, paying for lodging, and unable to use the ski lift tickets that we’ve paid for because Frontier will not reimburse us for anything until a week has passed and they will then decide the bag is “missing.” Well, in a week we will be back home and short several thousand dollars because of Frontier’s carelessness and incompetence. Frontier has offered no solutions to their mistake, and has been very clear that they do not care at all. They are knowingly ruining paying customers’ vacations and making no effort to remedy the situation because they are more concerned with making money and cutting their costs. Needless to say, we are never going to fly with Frontier again. In addition, we are making it our mission to warn as many friends and family as we can to avoid this airline at all costs, because it’s become so evident that they will cut corners to cut costs and maximize their profit off of their trusting and innocent customers. A slightly cheaper flight is definitely not worth the costs of replacing your belongings, and especially not worth the risk it may pose."
✅ Trip Verified ,,Solo Leisure,Economy Class,Denver to Orlando,December 2018,1.0,3.0,1.0,,,1.0,2,no,1,"  Denver to Orlando. 2 out of 3 times I've flown with Frontier I had problems. This time my first flight from Seattle to Denver got delayed by 2.5 hours so i missed my connecting flight to Philadelphia. Seeing that i won't make it in time the Frontier desk changes my flight to Orlando first and then to Trenton, NJ! I thought I don't mind, but asked what was going to happen to my checked bag. The associate told me it will travel to Trenton and gave me a new baggage claim stub. I barely made both of those connecting flights only to find that my snowboard gear worth 1300$ didn't make it back to Trenton. And the Frontier person there told me i did not get the right claim stub. I filled out a form and now am hoping for the best, but i swear this is the last time I am flying with them!"
✅ Trip Verified ,,Family Leisure,Economy Class,Syracuse to Tampa,December 2018,3.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Syracuse to Tampa. Awful from beginning to end. They charge you for water on the plane. Staff are rude and unprofessional. That was all while the going was good. Then our flight was cancelled. They kept us in the airport for three hours, sent us up and down all over the airport until they finally gave us our hotel coupon. All they would say is ""we are waiting to hear from headquarters"". Each reservation got one hotel room, so you have a family of four adults - two couples - in a room. Everyone on the flight was furious with how it was dealt with. The next morning, the flight was delayed. Again, not a word. Imagine watching your plane be driven away from the terminal. And this is the rescheduled flight. Later they told us they were warming the engine. We were travelling with 2 kids and there was no accomodation. There's more, but I have no time and patience. Do yourself a favor - stay away."
✅ Trip Verified ,,Family Leisure,Premium Economy,Orlando to Las Vegas,December 2018,2.0,1.0,1.0,1.0,,1.0,1,no,1,"  Orlando to Las Vegas. Flight was delayed 2 hours for some reason but not mechanical. I made ticketing agent aware in Orlando that I would miss my connection to Las Vegas in Raleigh, NC. They told me to go ahead and try to make connection as there was a possibility of the flight being delayed as well. When I got to Raleigh of course connecting flight was missed. I contacted the ticketing agent and she informed me that because I did not change in Orlando that I would not be able to make a connection to Las, Vegas for 24 hours. I explained my situation and what had transpired. The lady arrogantly handed me a boarding ticket for a flight 24 hours later. I contacted customer service and they were very short and unconcerned. So, I get to pay for a hotel, meals and travel. Don’t go with this company and shell out the extra dollars for a more reputable airline."
Not Verified ,,Family Leisure,Economy Class,Raleigh Durham to Las Vegas,December 2018,3.0,3.0,,,,1.0,1,no,1,"  Raleigh Durham to Las Vegas. The tickets are reasonable, but when you check in the cost per baggage is $50 including a carry on. Besides the price of tickets I had to pay an extra $400 round trip for baggage.  I could have gone with a different airline an still save about $200. I will never use them again."
✅ Trip Verified ,,Family Leisure,Economy Class,Washington to Salt Lake City via Denver,December 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Washington to Salt Lake City via Denver. Worst airline ever. This was the first and last time I will fly with Frontier. When we had arrived at our destination they had lost our car seat and told us we never checked one. Then they didn’t have a temporary one for us to use which left us stuck in the airport until a store was open for us to buy one until they figured out where ours was. All customer service reps we talked to were rude, unhelpful, and combative. I can imagine that it is due to the fact that frontier doesn’t care about its customers. The greatest service they could provide us all is to shutdown their business.  I am only rating them 1/10 because I can’t give them less."
✅ Trip Verified ,,Family Leisure,Economy Class,Denver to Norfolk,November 2018,2.0,4.0,1.0,,,1.0,1,no,2,"  Denver to Norfolk. My family of 5 travelled with Frontier returning from CO to VA. We checked 7 bags, paying a total of $500 in baggage fees. The flight was not bad although we paid extra for seating also, to only have seats that did not recline. Our trip back home became a disaster upon arrival in VA. We received on 5 of 7 checked bags. We were told bags agents usually lost, we should have it within a day. Whatever. They lost our 6 month old daughters car seat! We were told at least 5 times the “loaner” car seat must be returned when we get our original. The car seat was not up to my standards to have my child riding around in. It was flimsy and awfully cheap. I was so disappointed. Luckily one of our rides home from the airport had an additional car seat in their vehicle. We filed the claim and went home. Roughly 2 days later the car seat appeared at our front door with a tag from Fed Ex. No communication just at the front door. I am grateful to have her car seat back but communication would have been great. Nonetheless we still had a suitcase missing. After 4 weeks going back and forward with Central Baggage in CO via phone and email, I was told my case was being escalated. They asked for a lost baggage claim to be filled out and to add receipts for what was in the bag. I sent in receipts for more than $3800. The email stating it was received stated compensation can take up to 6 weeks. I received an email 3 days later stating they would compensate my family $840, everything received was used on a depreciated scale, have a nice life. How dare they tell me my personal belongings for my family is nothing but a quarter to the value after they lost it! I would love to have our bags back but it seems like they have given up on us."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Austin to San Jose,December 2018,2.0,1.0,,1.0,1.0,1.0,1,no,1,"  Austin to San Jose. Originally scheduled for 7am takeoff. The plane had a mechanical issue and was delayed 3.5 hours. Almost 4 hours later, they cancelled the flight. Customers, including myself, were trying to call to get things sorted out, but the Frontier agents on the phone failed to acknowledge that the flight was cancelled and wouldn't do anything about it. The woman I talked to gave me a refund right away because I had paid the extra money for the refundable ticket, but this was before she told me that my flight wasn't actually cancelled. After hours of arguing that my flight was indeed cancelled, they refused to give me a hotel voucher or any extra compensation for a new plane ticket. I was finally able to get to customer relations after repeatedly asking three different people to be transferred (they initially refused to transfer me). After speaking with customer relations, they gave me $550 in credit and $150 towards a new plane ticket on a different airline. Not ideal, but this was at 4:30pm and I as tired of dealing with it. I'll be using my voucher and then never using Frontier again (this is not my first issue with them regarding a situation like this)."
Not Verified ,,Solo Leisure,Economy Class,Ft Lauderdale to Trenton ,December 2018,1.0,,,,,1.0,1,no,1,"  Ft Lauderdale to Trenton. I have flown many Frontier flights over the years. I know they nickel and dime you and I know to pack real light (i.e. a backpack under my seat). I know that most likely we will not get there on time and I plan for that. There is always a delay. I think I’ve only every had 1 of their flights leave on time. I expect this. However in the last year I have had not two flights cancelled. The crew at the desk would make the announcements and just disappear with no answers as to why. In this latest cancellation, the flight was delayed 3 hrs and now set to depart at 6:08pm. The other flight lands, deplanes, and we get ready to board. Then they close the gate. It’s been 30 mins and no one has told us anything. We see a Frontier agent and ask them what’s happening. They said they just need the captain to sign off on some paperwork and they can board the plane. Then we start seeing that the flight is saying cancelled online. We ask the agents, they know nothing. When you call frontier, they said our flight was in-flight! Finally they come out and announce that the flight is cancelled but they have no idea how we can get our bags and go about finding another way to get to our destination. We wait at the gate for another hour, while they say their manager is coming with information. A manager never came. They still had no idea. They said the reason the flight couldn’t take off is because they were short 1 crew member. They couldn’t find anyone to staff their flight. Are you serious? We finally get told our baggage will be in baggage claim and wait another 30 mins for it with, as you guessed, no one to give us any information. In the line for the ticket counter they give us a paper that says we can use a website to rebook our flight and that we will be reimbursed with the cost up-to $400. A new flight on American so I can get to my destination cost me $410. I’m now worried based off of other reviews that I may not see that money. Things happen, I get it. However, you should keep your passengers aware of the situation in a timely manner so they can adjust their plans. Your staff should know what is happening and should be able to answer questions. Being held hostage in the airport for 5+ hours with no idea what is happening, how I can get to my destination, and how I can get my bag is ridiculous.  The likelihood that your flight will get cancelled is high and in the end you will shell out more money than the $100 you saved. "
Not Verified ,,Couple Leisure,Economy Class,Denver to Huntsville via Orlando,December 2018,2.0,3.0,1.0,1.0,1.0,1.0,2,no,2,"  Denver to Huntsville via Orlando. Checked 3 bags at Denver. Had a connection in Huntsville to Orlando final destination. Baggage failed to mention that it's necessary to re-check bags at a connection. During layover in Huntsville, I got a call from the Frontier luggage service saying they had my bags at the claim. I told the representative that it must be a mistake because Orlando was my final destination. I told them what flight I'm going on and they said they would get it on the flight where it needed to go. Obviously that didn't happen as I am to receive my bags by mail about 4 days after my flight. I could have saved money and express mailed them myself. Maybe I'll just mail myself next time too."
✅ Trip Verified ,,Couple Leisure,Economy Class,Tampa to Vegas,December 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Tampa to Vegas. Our flight was scheduled to leave at 2:59pm and we did not board until 9pm. Once we boarded we did not start moving until 10, and that’s when we stopped and had to return to the gate and eventually get off due to cancellation maintenance issues. They kept pushing back departure time, not communicating with their customers what exactly was going on. The plane hadn’t even arrived until around 6 and then we’re told it was in maintenance. We had Golden Knights tickets and had booked our hotel at Aria. So missed out one night at Aria and our Golden Nights game tickets put to no use because they kept giving us hope by continually pushing back our departure time like there was a chance we’d make it. Bottom line, this airlines is a joke and their staff are not helpful. We are scheduled for a flight now tomorrow at 11 but who knows if it’ll take off in time. To be continued..."
✅ Trip Verified ,,Family Leisure,Economy Class,Denver to Indianapolis,December 2018,2.0,3.0,1.0,,,1.0,1,no,1, Denver to Indianapolis. Missed our flight due to staffing issues. Got rebooked from Denver to Vegas to Cincinnati - flight delayed. Got a flight from Denver to Indianapolis - no bags of course. Just trying to get to Ohio to see family.
✅ Trip Verified ,,Family Leisure,Economy Class,Orlando to New York,December 2018,1.0,,,,,1.0,1,no,1,  Orlando to New York. Customer service is absolutely horrible. Do your self a favor pay the $100 more each way and take a different airline! A small gesture goes a long way. My poor mother drove 2 hours to the airport and got there an hour prior on Christmas the poor thing made it to baggage and got declined entry because it was 45 min till flight time were on their website/ itinerary it states black and white that is totally fine.
✅ Trip Verified ,,Couple Leisure,Economy Class,San Francisco to Las Vegas via Chicago,December 2018,1.0,1.0,,,,1.0,1,no,1,"  San Francisco to Las Vegas via Chicago. My husband and I first flew frontier in a package we purchased on vegas.com in December of 2017. We had a bad experience with the flight attendants, on the return flight, who were rude and seemed to be talking about and making fun of customers, but we did not do a review. On the first leg of that trip, attendants were great, but I applied for and received the frontier credit card, on board and was told that I would receive 40,000 miles, that would pay for two round trip tickets to anywhere in the continental US. Not true, Fast forward to December 2018, we needed a round trip ticket from Chicago to San Francisco and back, for our trip to Hawaii. I earned several thousand more points throughout the year, but barely had enough points to cover a one-way ticket from San Francisco to O'Hare on the last leg of our trip. We had to go through another airline for one way tickets from O'Hare to San Francisco. On the one way, with Frontier, from San Francisco to O'Hare, on December 22, 2018, had a layover in Vegas for 3 hours, so we had two different flight crews. On both of these flights, we had the worst flight attendants we have ever had on any flights we have ever taken! They were some of the most rude individuals I have ever seen. These attendance had bad attitudes and I heard and observed them making fun of customers who were on the flight. They were complaining amongst each other when they had to wait for a handicapped man who was being pushed in a wheelchair. We sat in the first few rows for both flights and several different times we heard and observed the attendance laughing and making fun of customers on the flight. At one point my husband woke up and observed a female flight attendant looking directly at him, laughing and speaking to two other attendants. She turned away is sharply upon seeing his eyes open and then walked into the galley with the other attendants. Why do they have attitude and display nasty behavior? They are in a customer service related field and should act as such! I took three other flights for this trip, with Hawaiian Airlines and American. All attendants on the other flights where awesome! Frontier needs to retrain or have new training on how to treat customers. Can you please explain to me why we could not put our carry-ons in the empty bins above are row, but was rudely directed to put them in bins four rows back, causing a back up upon getting off the plane?  I will never fly Frontier again! Four flights were enough for us!"
✅ Trip Verified ,,Family Leisure,Economy Class,Cincinnati to Las Vegas,December 2018,3.0,5.0,3.0,1.0,5.0,4.0,5,yes,8,"  Flew with my kids for a few days from Cincinnati to Las Vegas. Basically you get what you pay for. Great prices. Flights were on time, Service was good. We arrived safe. What more can we ask for? The seats were close but you can upgrade to more roomer seats with quicker boarding and exiting. I would definitely recommend and fly with them again!"
✅ Trip Verified ,A320,Family Leisure,Economy Class,Orlando to Lafayette,December 2018,5.0,5.0,5.0,,,5.0,5,yes,10,"  Orlando to Lafayette. Lafayette finally has straight through flight to Orlando, and I am so happy! I fly Frontier Airlines  at least once a month and appreciate the low cost, new fleet, and professional employees. I fly out of New Orleans and Lafayette most of the time. Sure, they are not perfect, but I haven’t discovered an airline that is perfect. They have flights that can be delayed, just like other airlines. I think they have done a better job at handling the delayed flights than other airlines I have flown. So far I have not had a canceled flight. On 12/21/2018 I had a flight that could have easily been canceled, but instead Frontier worked hard to get us in the air and to our destination. After boarding (9:45 a.m.) our Pilot let us know that he had been alerted of an EXIT sign missing on the plane and “as ridiculous as he felt this was, the FAA won’t let him fly without it”. He said he they were asking other airlines if they had one, but would have us deplane for our comfort, while they worked to solve this problem. We disembarked and within 30 minutes they had another plane for us to board 2 gates down. It did take a while to get our plane boarded (was in my seat at 11:04 a.m.) because there were no less than 6 wheelchair passengers to board (Christmas families crowd). I am sure they appreciated the care they received to get onboard safely. We arrived in LFT at 1:27 p.m., only 2 hours late on one of the year’s busiest travel days. The Orlando staff kept their cool, under a lot of pressure from disgruntled passengers. They got all the people needing some extra assistance onboard safely - TWICE. They got the rest of us onboard safely - TWICE. They communicated with us often, transferred all the bags, and did a good job getting us loaded in a timely manner. The Crew and Pilot did an excellent job keeping us informed. I did look up the FAA laws and verified the EXIT sign missing would “deem the jet unflyable”. There were many passengers questioning the truth of the Pilots’s announcement, so I wanted to check his truthfulness. We arrived safely a couple hours late. I was very pleased with Frontier for getting us to our destination and not canceling our flight during the holidays!!! I paid $335 for 4 seats round trip during the Holiday period."
✅ Trip Verified ,,Solo Leisure,Economy Class,San Diego to Denver via Charlotte,December 2018,1.0,1.0,,,,1.0,1,no,1,  San Diego to Denver via Charlotte. After flying frontier 7x with a bag bought for frontier and had no issues in Denver I was pulled out of line and after another 75 passengers boarded was told to go to cust serv to pay a carry on fee - I said it fit under the seat had just came flown in and have used this multiple times before. The girl said she wasn't letting me on the plane and to go to cust serv and she was closing the door in 4 min. So I went and both girls there said my bag looked fine. The station manager Brian came over and said it wouldn't fit and no sizer was available. I said it was. I was then told that if I didn't pay them that they would charge me a 99 rebooking fee on top of my baggage fee and Id miss my plane. I paid it and as I did one girl said that they were getting audited and trying to get their #s up and I was just the unlucky one on this flight. I ran back to my gate and the door had been shut. Luckily security reopened it for me and the girl who had pulled me aside that I had no right to have security open the door and that I should have rebooked and she took my carryon coupon and would not return it. I was in tears by this point. I have never been treated so disrespectfully. I feel like I was targeted as a young female travelling alone. Do not fly frontier through Denver. It is not worth it.
Not Verified ,,Solo Leisure,Economy Class,Jacksonville to Philadelphia,August 2018,2.0,1.0,1.0,,,1.0,1,no,1, Jacksonville to Philadelphia. My mom was coming to visit and have Christmas this weekend here in Jacksonville. Her flight was leaving at 7:30 this morning was delayed to 1:30 and then four more delays. One excuse after another. First hydraulics. Then weather in Jax. Then oxygen malfunction. 12 hours later at 7:40pm they started boarding. She was comped a lunch and a dinner. She is 76 years old who has spent over 10 hours at the airport so she could meet her great granddaughter and spend the weekend with her daughter and family.
Not Verified ,,Family Leisure,Economy Class,Austin-Bergstrom to Philadelphia,December 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Austin-Bergstrom to Philadelphia. With Frontier not only are there hidden fees, but the service is terrible. They charge extra for carry-on, water, coffee etc. As well as no WiFi movie music etc. Attendants huddle in back socializing ignoring patrons! All ages had to carry bag up stairs to board plane in tarmac, while attendants watched and ignored your struggle. American Airlines flight in reverses ticket covered the seat, carryon, drinks, snacks, WiFi, movies, and actual service for the same price as Frontiers seat only! Have at least $100 per person extra when taking a Frontier Flight as you will need it to get your boarding pass home etc. It was a horrible experience with Frontier but an amazing one with AA! Both trips were one way non-stop flights and should have cost the same but if you can’t see the small print on Frontier you are out of luck, money and a decent trip."
✅ Trip Verified ,,Family Leisure,Economy Class,New York to Fort Lauderdale,December 2018,1.0,1.0,,,,1.0,1,no,1,"  New York to Fort Lauderdale. Lady at check in told me I could bring my checked bag as a carry on because it was the right size. Then I verified with one of the counter guys to make sure since it was suppose to be a checked in. When it was time to board I scanned my ticket they said I didn’t have a carry on, and I informed them I paid for a checked bag, so they detained me to “confirm”. Once they confirmed me I boarded the plane late and there was nowhere to put my bag. I walked up and down the isles and waited for more people to take their seats. I would have just checked my bag, originally. None of the flight attendants were helpful, and the person that detained me ended up being the guy who took my bag and he didn’t even apologize for detaining me. "
Not Verified ,,Solo Leisure,Economy Class,Oklahoma City to Denver,October 2018,,,,,,,1,no,1,"  Oklahoma City to Denver. I had a flight in July and they cancelled my flight to and from. While they will tell you they will reimburse you for the extra flights you have to to buy to get where you are going or back home, they will make it to where it is like pulling teeth to the the money back. They cancelled 2 flights and I spent over 600 dollars and they are trying to screw me over by only giving me 400$! They say up to 400$ per flight cancelled. And they are just trying to put both my cancelled flights as one so I don’t get my money back! I have talked on the phone for hours and hours with these people. Finally was told the rest of the check was on its way - it’s been 4 months since then and I still haven’t received the rest of my money. Called today again and they have no idea what I’m talking about like I’m not in the system. Horrible customer service."
✅ Trip Verified ,,Couple Leisure,Economy Class,Colorado Springs to Phoenix,December 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Colorado Springs to Phoenix. The worst airline in business today! Aside from the ridiculous surcharges for luggage and carryon and where your seat is located they are never on time! Four hour delay in COS on a plane coming from Vegas, and after the plane arrives and the passengers deplaned, our crew is not available? Where have they been for the last four hours??"
Not Verified ,,Solo Leisure,Economy Class,Austin Texas to Salt Lake City,December 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Austin Texas to Salt Lake City. First off I’m not even sure where I begin with my complaints, they claim you get cheap flights and although that is true they more than make up with it with their bag fees and then some. Then there is terrible and I mean terrible service on the plane, no pretzels, drinks, no internet, and speaking of service, customer service is even worse. I’ve given Frontier Airlines my last dollar, absolutely no more, I’ve given them several chances to prove they can be a decent airline and they’ve proven each time they can’t. I’m telling everyone go with anyone other than Frontier, don’t let the ads for cheap flights fool you, you end up paying more and getting less in the long run. I average flying once a month and I’m just done with getting ripped off and terrible service. I’m actually amazed they’re still in business. "
✅ Trip Verified ,,Couple Leisure,Economy Class,Charlotte to Puerto Rico via Orlando,December 2018,1.0,1.0,,,,1.0,1,no,1,"  We book month an advance a trip from Charlotte to Puerto Rico and last minute we get a email flight update notice their would be a layover to Orlando and delay 13 hrs when we ready to board they couldn’t find us in the system for our seat and made it uncomfortable for me very unpleasant and stressful, did not do anything for us or wanted to very unprofessional. We got stuck getting our paid luggage in the plane which clearly did not have us on it stated we will get it at Puerto Rico. We had to book a flight with JetBlue and when we got to Frontier PR luggage terminal it was closed, stated to us come back later or wait her. "
Not Verified ,,Solo Leisure,Economy Class,Atlanta to Denver,November 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  The fees and customer service for Frontier is a complete and utter rip-off. First, I booked a non stop reservation to Denver they changed to add a stop in Las Vegas. When I went to cancel the reservation, I was charged a cancellation fee. When I tried to talk with customer service the language barrier was so acute, I gave up. They charge for every little thing which makes your ticket far more expensive then other airlines. To add insult to injury and add a cancellation fee, is unbelievable. I will never book with Frontier again."
✅ Trip Verified ,,Family Leisure,Economy Class,Denver to San Antonio,December 2018,1.0,2.0,,,,1.0,1,no,1," Denver to San Antonio. Our flight left at 8 a.m. We arrived to the airport at 5:50 am and started to get in line and an employee told us to go to a kiosk we tried for 20 minutes to check in at the kiosk. She tried helping us only to find out we couldn't check in so she put us in the line after all. There must have been close to 60 people in this line with only two people working at the counter. At 6am in the morning we waited in this line until 7:15 am that gave us 45 minutes until our flight left. When we got to the counter they told us we couldn't check in because we were too late. They only had two people working and their computers went down for a short while causing everyone to wait in this line. After putting us on another much later flight to Austin, checking our bag to Austin, and we got to Austin they lost our luggage. We were here in San Antonio for 3 days with no luggage, we kept calling and they never answered our calls never answered our emails, they called us one time to tell us they had no information. This is very poor customer service. We finally received our luggage back in Denver four days after we got back home. We had to go back to the Denver Airport and pick it up finding that it was in Austin the whole time even though we had drove to Austin three times to see if it was there. Frontier is a very poor airline. They need more communication. This ruined our entire trip. We didn't have money to buy new clothes, we didn't have money to even buy some amenities that we needed. They cost us a lot of money and we're not getting reimbursed for any of it and they didn't even really apologized. I will never fly Frontier again. I don't care how cheap they are, this is definitely where you get what you pay for."
✅ Trip Verified ,,Family Leisure,Economy Class,Orlando to Calgary via Denver,November 2018,1.0,1.0,,,,1.0,1,no,1," Cost $500 CDN for tix. At check in, an extra $1000+ on way there, $1500+ for way back. $3500 instead of $1000? They double charge for all fees on a connecting flight. Flight delayed on way there. Seats are as bad as other reviews. Flight delayed on the way home then cancelled. Got 2x $400 vouchers to be used up with Frontier within 90 days only in same name as tix say GRR. No refund of extra charges. Stranded at MCO trying to get back to Canada with a child. Had to pay either $5000 USD or the $2000 CDN that I went with. Will never fly Frontier. Can’t even sell vouchers. I’d rather throw them in garbage. Thanks for a $5500 CDN return flight by the time all is said and done (instead of the original 1000 for the 2 tix). I just went on a holiday that cost me too much because of you, now I’m supposed to plan a trip again within 90 days!"
Not Verified ,A320,Family Leisure,Economy Class,Palm Springs to Denver,November 2018,1.0,1.0,,,,1.0,1,no,1,  Palm Springs to Denver. I’m sitting on a plane to Denver. Late 2 hours; de-planed everyone; reboarded everyone; back out from gate and now waiting an hour. No updates since we reboarded. Frontier is an utterly incompetent airline. Now it’s canceled. Worthless airline and staff.
✅ Trip Verified ,,Family Leisure,Economy Class,Orlando to Minneapolis ,July 2018,,,,,,1.0,1,no,1,"  Orlando to Minneapolis booked for December 2018. The worst airline ever. They have canceled flights on us several times. They advertise low cost fares, then a few weeks before the flight is to departure they cancel it stating aircraft availability. They just don't want to honor the low cost tickets. I have seen them cancel our flight and still have the same flight advertised with availability. Don't trust them."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Colorado Springs to Phoenix,November 2018,2.0,2.0,1.0,1.0,1.0,2.0,2,no,1,  Colorado Springs to Phoenix. I needed an extra bag on morning of flight so went online to purchase but it wouldn’t allow me to. Had to pay $50 at airport. Just another way to nickel and dime you. Of course I had to shell out another $50 on the way back. 
